Name,Lat,Lon,Url
MNG_DD_Khalkhgol.443130_TMYx.zip,47.617,118.617,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DD_Dornod/MNG_DD_Khalkhgol.443130_TMYx.zip
CZE_CK_Ceske.Budejovice.115410_TMYx.zip,48.95,14.433,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/CK_Jihocesky_South_Bohemia/CZE_CK_Ceske.Budejovice.115410_TMYx.zip
MNG_DG_Khatanbulag.443860_TMYx.2003-2017.zip,43,109.141,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Khatanbulag.443860_TMYx.2003-2017.zip
CZE_CK_Kocelovice.114870_TMYx.2003-2017.zip,49.467,13.833,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/CK_Jihocesky_South_Bohemia/CZE_CK_Kocelovice.114870_TMYx.2003-2017.zip
CZE_CK_Temelin.115380_TMYx.zip,49.2,14.35,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/CK_Jihocesky_South_Bohemia/CZE_CK_Temelin.115380_TMYx.zip
MNG_DG_Sainshand.443540_TMYx.2003-2017.zip,44.9,110.117,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Sainshand.443540_TMYx.2003-2017.zip
CZE_EK_Pardubice.116520_TMYx.2003-2017.zip,50.013,15.739,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Pardubice.116520_TMYx.2003-2017.zip
MNG_DG_Zamiin-Uud.443580_TMYx.2003-2017.zip,43.733,111.9,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Zamiin-Uud.443580_TMYx.2003-2017.zip
CZE_EK_Svratouch.116830_TMYx.2003-2017.zip,49.733,16.033,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Svratouch.116830_TMYx.2003-2017.zip
MNG_DG_Khatanbulag.443860_TMYx.zip,43,109.141,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Khatanbulag.443860_TMYx.zip
CZE_EK_Usti.nad.Orlici.116790_TMYx.2003-2017.zip,49.983,16.417,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Usti.nad.Orlici.116790_TMYx.2003-2017.zip
MNG_DG_Sainshand.443540_TMYx.zip,44.9,110.117,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Sainshand.443540_TMYx.zip
CZE_EK_Pardubice.116520_TMYx.zip,50.013,15.739,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Pardubice.116520_TMYx.zip
MNG_DG_Zamiin-Uud.443580_TMYx.zip,43.733,111.9,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DG_Dornogovi/MNG_DG_Zamiin-Uud.443580_TMYx.zip
CZE_EK_Svratouch.116830_TMYx.zip,49.733,16.033,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Svratouch.116830_TMYx.zip
MNG_DU_Bayan.Dobo.Suma.443480_TMYx.2003-2017.zip,44.567,107.183,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Bayan.Dobo.Suma.443480_TMYx.2003-2017.zip
CZE_EK_Usti.nad.Orlici.116790_TMYx.zip,49.983,16.417,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/EK_Pardubicky_Pardubice/CZE_EK_Usti.nad.Orlici.116790_TMYx.zip
MNG_DU_Mandalgovi.443410_TMYx.zip,45.767,106.283,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Mandalgovi.443410_TMYx.zip
CZE_HK_Hradec.Kralove.116480_TMYx.zip,50.25,15.85,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Hradec.Kralove.116480_TMYx.zip
MNG_DU_Saikhan-Ovoo.443360_TMYx.2003-2017.zip,45.45,103.9,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Saikhan-Ovoo.443360_TMYx.2003-2017.zip
CZE_HK_Polom.116690_TMYx.2003-2017.zip,50.35,16.317,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Polom.116690_TMYx.2003-2017.zip
MNG_DU_Bayan.Dobo.Suma.443480_TMYx.zip,44.567,107.183,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Bayan.Dobo.Suma.443480_TMYx.zip
CZE_HK_Snezka.116530_TMYx.2003-2017.zip,50.733,15.733,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Snezka.116530_TMYx.2003-2017.zip
MNG_DU_Rinchinlhumbe.442030_TMYx.2003-2017.zip,51.117,99.667,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Rinchinlhumbe.442030_TMYx.2003-2017.zip
CZE_HK_Pec.pod.Snezkou.116430_TMYx.2003-2017.zip,50.7,15.733,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Pec.pod.Snezkou.116430_TMYx.2003-2017.zip
MNG_DU_Saikhan-Ovoo.443360_TMYx.zip,45.45,103.9,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Saikhan-Ovoo.443360_TMYx.zip
CZE_HK_Polom.116690_TMYx.zip,50.35,16.317,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Polom.116690_TMYx.zip
MNG_DU_Mandalgovi.443410_TMYx.2003-2017.zip,45.767,106.283,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Mandalgovi.443410_TMYx.2003-2017.zip
CZE_HK_Snezka.116530_TMYx.zip,50.733,15.733,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Snezka.116530_TMYx.zip
MNG_DU_Rinchinlhumbe.442030_TMYx.zip,51.117,99.667,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DU_Dundgovi/MNG_DU_Rinchinlhumbe.442030_TMYx.zip
CZE_HK_Pec.pod.Snezkou.116430_TMYx.zip,50.7,15.733,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/HK_Kralovehradecky_Hradec_Kralove/CZE_HK_Pec.pod.Snezkou.116430_TMYx.zip
MNG_DZ_Gandan.Huryee.442210_TMYx.2003-2017.zip,49.65,95.783,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Gandan.Huryee.442210_TMYx.2003-2017.zip
CZE_JK_Dukovany.116930_TMYx.2003-2017.zip,49.1,16.133,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Dukovany.116930_TMYx.2003-2017.zip
MNG_DZ_Tosontsengel.AP.442250_TMYx.2003-2017.zip,48.739,98.297,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Tosontsengel.AP.442250_TMYx.2003-2017.zip
CZE_JK_Kostelni.Myslova.116360_TMYx.2003-2017.zip,49.167,15.433,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Kostelni.Myslova.116360_TMYx.2003-2017.zip
MNG_DZ_Uliastai.442720_TMYx.2003-2017.zip,47.75,96.85,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Uliastai.442720_TMYx.2003-2017.zip
CZE_JK_Namest.nad.Oslavou.116920_TMYx.zip,49.166,16.125,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Namest.nad.Oslavou.116920_TMYx.zip
MNG_DZ_Gandan.Huryee.442210_TMYx.zip,49.65,95.783,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Gandan.Huryee.442210_TMYx.zip
CZE_JK_Dukovany.116930_TMYx.zip,49.1,16.133,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Dukovany.116930_TMYx.zip
MNG_DZ_Tosontsengel.AP.442250_TMYx.zip,48.739,98.297,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Tosontsengel.AP.442250_TMYx.zip
CZE_JK_Kostelni.Myslova.116360_TMYx.zip,49.167,15.433,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Kostelni.Myslova.116360_TMYx.zip
MNG_DZ_Uliastai.442720_TMYx.zip,47.75,96.85,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Uliastai.442720_TMYx.zip
CZE_JK_Pribyslav.116590_TMYx.2003-2017.zip,49.583,15.767,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Pribyslav.116590_TMYx.2003-2017.zip
MNG_DZ_Hunhataoortoo.442160_TMYx.2003-2017.zip,48.817,93.1,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Hunhataoortoo.442160_TMYx.2003-2017.zip
CZE_JK_Kosetice.116280_TMYx.2003-2017.zip,49.567,15.083,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Kosetice.116280_TMYx.2003-2017.zip
MNG_DZ_Tsetsen-Uul.442240_TMYx.2003-2017.zip,48.751,96,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Tsetsen-Uul.442240_TMYx.2003-2017.zip
CZE_JK_Namest.nad.Oslavou.116920_TMYx.2003-2017.zip,49.166,16.125,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Namest.nad.Oslavou.116920_TMYx.2003-2017.zip
MNG_DZ_Urgamal.442190_TMYx.2003-2017.zip,48.516,94.294,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Urgamal.442190_TMYx.2003-2017.zip
CZE_JK_Pribyslav.116590_TMYx.zip,49.583,15.767,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Pribyslav.116590_TMYx.zip
MNG_DZ_Hunhataoortoo.442160_TMYx.zip,48.817,93.1,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Hunhataoortoo.442160_TMYx.zip
CZE_JK_Kosetice.116280_TMYx.zip,49.567,15.083,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/JK_Vysocina_Vysocina/CZE_JK_Kosetice.116280_TMYx.zip
MNG_DZ_Tsetsen-Uul.442240_TMYx.zip,48.751,96,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Tsetsen-Uul.442240_TMYx.zip
CZE_KK_Cheb.114060_TMYx.2003-2017.zip,50.067,12.383,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/KK_Karlovarsky_Karlovy_Vary/CZE_KK_Cheb.114060_TMYx.2003-2017.zip
MNG_DZ_Urgamal.442190_TMYx.zip,48.516,94.294,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/DZ_Zakhan/MNG_DZ_Urgamal.442190_TMYx.zip
CZE_KK_Karlovy.Vary.114140_TMYx.2003-2017.zip,50.203,12.915,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/KK_Karlovarsky_Karlovy_Vary/CZE_KK_Karlovy.Vary.114140_TMYx.2003-2017.zip
MNG_GA_Altai.AP.442770_TMYx.2003-2017.zip,46.379,96.218,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Altai.AP.442770_TMYx.2003-2017.zip
CZE_KK_Marianske.Lazne.114180_TMYx.zip,49.917,12.717,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/KK_Karlovarsky_Karlovy_Vary/CZE_KK_Marianske.Lazne.114180_TMYx.zip
MNG_GA_Erdene.443250_TMYx.2003-2017.zip,45.15,97.767,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Erdene.443250_TMYx.2003-2017.zip
CZE_KK_Cheb.114060_TMYx.zip,50.067,12.383,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/KK_Karlovarsky_Karlovy_Vary/CZE_KK_Cheb.114060_TMYx.zip
MNG_GA_Tonkhil.442660_TMYx.2003-2017.zip,46.309,93.903,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Tonkhil.442660_TMYx.2003-2017.zip
CZE_KK_Karlovy.Vary.114140_TMYx.zip,50.203,12.915,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/KK_Karlovarsky_Karlovy_Vary/CZE_KK_Karlovy.Vary.114140_TMYx.zip
MNG_GA_Altai.AP.442770_TMYx.zip,46.379,96.218,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Altai.AP.442770_TMYx.zip
CZE_LK_Liberec.116030_TMYx.2003-2017.zip,50.767,15.017,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/LK_Liberecky_Liberec/CZE_LK_Liberec.116030_TMYx.2003-2017.zip
MNG_GA_Erdene.443250_TMYx.zip,45.15,97.767,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Erdene.443250_TMYx.zip
CZE_LK_Liberec.116030_TMYx.zip,50.767,15.017,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/LK_Liberecky_Liberec/CZE_LK_Liberec.116030_TMYx.zip
MNG_GA_Tonkhil.442660_TMYx.zip,46.309,93.903,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GA_Govi-Altai/MNG_GA_Tonkhil.442660_TMYx.zip
CZE_OK_Luka.117100_TMYx.2003-2017.zip,49.65,16.95,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Luka.117100_TMYx.2003-2017.zip
MNG_GS_Choir.442980_TMYx.2003-2017.zip,46.45,108.217,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GS_Govisumber/MNG_GS_Choir.442980_TMYx.2003-2017.zip
CZE_OK_Prerov.117480_TMYx.2003-2017.zip,49.426,17.405,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Prerov.117480_TMYx.2003-2017.zip
MNG_GS_Choir.442980_TMYx.zip,46.45,108.217,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/GS_Govisumber/MNG_GS_Choir.442980_TMYx.zip
CZE_OK_Serak.117300_TMYx.2003-2017.zip,50.183,17.117,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Serak.117300_TMYx.2003-2017.zip
MNG_HD_Baitag.442650_TMYx.2003-2017.zip,46.117,91.467,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HD_Khovd/MNG_HD_Baitag.442650_TMYx.2003-2017.zip
CZE_OK_Luka.117100_TMYx.zip,49.65,16.95,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Luka.117100_TMYx.zip
MNG_HD_Khovd.442180_TMYx.2003-2017.zip,-1,91.645,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HD_Khovd/MNG_HD_Khovd.442180_TMYx.2003-2017.zip
CZE_OK_Prerov.117480_TMYx.zip,49.426,17.405,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Prerov.117480_TMYx.zip
MNG_HD_Khovd.442180_TMYx.zip,-1,91.645,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HD_Khovd/MNG_HD_Khovd.442180_TMYx.zip
CZE_OK_Serak.117300_TMYx.zip,50.183,17.117,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/OK_Olomoucky_Olomouc/CZE_OK_Serak.117300_TMYx.zip
MNG_HD_Baitag.442650_TMYx.zip,46.117,91.467,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HD_Khovd/MNG_HD_Baitag.442650_TMYx.zip
CZE_PK_Plzen-Line.AP.114480_TMYx.2003-2017.zip,49.675,13.275,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Plzen-Line.AP.114480_TMYx.2003-2017.zip
MNG_HG_Hatgal.AP.442070_TMYx.2003-2017.zip,50.433,100.15,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Hatgal.AP.442070_TMYx.2003-2017.zip
CZE_PK_Plzen-Mikulka.114500_TMYx.2003-2017.zip,49.767,13.383,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Plzen-Mikulka.114500_TMYx.2003-2017.zip
MNG_HG_Murun.442310_TMYx.2003-2017.zip,49.633,100.167,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Murun.442310_TMYx.2003-2017.zip
CZE_PK_Primda.114230_TMYx.2003-2017.zip,49.667,12.683,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Primda.114230_TMYx.2003-2017.zip
MNG_HG_Tarialan.442300_TMYx.2003-2017.zip,49.567,102,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Tarialan.442300_TMYx.2003-2017.zip
CZE_PK_Plzen-Line.AP.114480_TMYx.zip,49.675,13.275,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Plzen-Line.AP.114480_TMYx.zip
MNG_HG_Hatgal.AP.442070_TMYx.zip,50.433,100.15,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Hatgal.AP.442070_TMYx.zip
CZE_PK_Plzen-Mikulka.114500_TMYx.zip,49.767,13.383,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Plzen-Mikulka.114500_TMYx.zip
MNG_HG_Murun.442310_TMYx.zip,49.633,100.167,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Murun.442310_TMYx.zip
CZE_PK_Primda.114230_TMYx.zip,49.667,12.683,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PK_Plzensky_Plzen/CZE_PK_Primda.114230_TMYx.zip
MNG_HG_Tarialan.442300_TMYx.zip,49.567,102,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HG_Khovsgol/MNG_HG_Tarialan.442300_TMYx.zip
CZE_PM_Praha-Karlov-Klementinum.115190_TMYx.2003-2017.zip,50.067,14.433,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Karlov-Klementinum.115190_TMYx.2003-2017.zip
MNG_HN_Bayan-Ovoo.443020_TMYx.2003-2017.zip,47.783,112.117,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Bayan-Ovoo.443020_TMYx.2003-2017.zip
CZE_PM_Praha-Kbely.115670_TMYx.zip,50.117,14.533,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Kbely.115670_TMYx.zip
MNG_HN_Onon-Binder.AP.442570_TMYx.zip,48.617,110.6,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Onon-Binder.AP.442570_TMYx.zip
CZE_PM_Praha-Ruzyne.AP.115180_TMYx.2003-2017.zip,50.101,14.26,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Ruzyne.AP.115180_TMYx.2003-2017.zip
MNG_HN_Undurkhaan.AP.443040_TMYx.2003-2017.zip,47.317,110.633,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Undurkhaan.AP.443040_TMYx.2003-2017.zip
CZE_PM_Praha-Karlov-Klementinum.115190_TMYx.zip,50.067,14.433,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Karlov-Klementinum.115190_TMYx.zip
MNG_HN_Bayan-Ovoo.443020_TMYx.zip,47.783,112.117,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Bayan-Ovoo.443020_TMYx.zip
CZE_PM_Praha-Libus.115200_TMYx.2003-2017.zip,50,14.45,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Libus.115200_TMYx.2003-2017.zip
MNG_HN_Tataal.442540_TMYx.2003-2017.zip,48.85,111.45,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Tataal.442540_TMYx.2003-2017.zip
CZE_PM_Praha-Ruzyne.AP.115180_TMYx.zip,50.101,14.26,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Ruzyne.AP.115180_TMYx.zip
MNG_HN_Undurkhaan.AP.443040_TMYx.zip,47.317,110.633,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Undurkhaan.AP.443040_TMYx.zip
CZE_PM_Praha-Kbely.115670_TMYx.2003-2017.zip,50.117,14.533,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Kbely.115670_TMYx.2003-2017.zip
MNG_HN_Onon-Binder.AP.442570_TMYx.2003-2017.zip,48.617,110.6,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Onon-Binder.AP.442570_TMYx.2003-2017.zip
CZE_PM_Praha-Libus.115200_TMYx.zip,50,14.45,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/PM_Praha_Prague/CZE_PM_Praha-Libus.115200_TMYx.zip
MNG_HN_Tataal.442540_TMYx.zip,48.85,111.45,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/HN_Khentii/MNG_HN_Tataal.442540_TMYx.zip
CZE_SK_Caslav.116240_TMYx.2003-2017.zip,49.94,15.382,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/SK_Stredocesky_Central_Bohemia/CZE_SK_Caslav.116240_TMYx.2003-2017.zip
MNG_OG_Dalanzadgad.443730_TMYx.2003-2017.zip,43.583,104.417,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Dalanzadgad.443730_TMYx.2003-2017.zip
CZE_SK_Caslav.116240_TMYx.zip,49.94,15.382,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/SK_Stredocesky_Central_Bohemia/CZE_SK_Caslav.116240_TMYx.zip
MNG_OG_Khanbogd.443850_TMYx.zip,43.2,107.167,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Khanbogd.443850_TMYx.zip
CZE_UK_Doksany.115090_TMYx.2003-2017.zip,50.467,14.167,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Doksany.115090_TMYx.2003-2017.zip
MNG_OG_Tsogt-Ovoo.443470_TMYx.2003-2017.zip,44.417,105.317,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Tsogt-Ovoo.443470_TMYx.2003-2017.zip
CZE_UK_Milesovka.114640_TMYx.zip,50.55,13.933,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Milesovka.114640_TMYx.zip
MNG_OG_Dalanzadgad.443730_TMYx.zip,43.583,104.417,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Dalanzadgad.443730_TMYx.zip
CZE_UK_Usti.nad.Labem.115020_TMYx.2003-2017.zip,50.683,14.033,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Usti.nad.Labem.115020_TMYx.2003-2017.zip
MNG_OG_Omnogovi.442150_TMYx.2003-2017.zip,49.106,91.718,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Omnogovi.442150_TMYx.2003-2017.zip
CZE_UK_Doksany.115090_TMYx.zip,50.467,14.167,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Doksany.115090_TMYx.zip
MNG_OG_Tsogt-Ovoo.443470_TMYx.zip,44.417,105.317,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Tsogt-Ovoo.443470_TMYx.zip
CZE_UK_Tusimice.114380_TMYx.2003-2017.zip,50.383,13.333,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Tusimice.114380_TMYx.2003-2017.zip
MNG_OG_Khanbogd.443850_TMYx.2003-2017.zip,43.2,107.167,http://climate.onebuilding.org/WMO_Region_2_Asia/MNG_Mongolia/OG_Omnogovi/MNG_OG_Khanbogd.443850_TMYx.2003-2017.zip
CZE_UK_Usti.nad.Labem.115020_TMYx.zip,50.683,14.033,http://climate.onebuilding.org/WMO_Region_6_Europe/CZE_Czechia/UK_Ustecky_Usti_nad_Labem/CZE_UK_Usti.nad.Labem.115020_TMYx.zip
